X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリー情報,駐輪場 PC,駐輪場 携,大分類,小分類,カテゴリ,アイコン番号,施設ID
135.4954359,34.72919203,リ・リブホーム,りりぶほーむ,リ・リブホーム（りりぶほーむ）,淀川区西中島6-11-31,淀川区,06-6301-1051,,グループホーム,,http://yushin-kai.or.jp/re_livehome.php,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,144,2576
135.5274808,34.62060603,東住吉区老人福祉センター,ひがしすみよしくろうじんふくしせんたー,東住吉区老人福祉センター（ひがしすみよしくろうじんふくしせんたー）,東住吉区東田辺2丁目11番28号,東住吉区,06-6699-3000,06-6697-6686,,,http://www.osaka-sishakyo.jp/soudan/roujin_ichiran.html,http://www.osaka-bfmap.jp/sisetu_data/data/221101.php?bunrui=3&name=search_name.php,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,3130
135.4423724,34.70291456,西淀川特別養護老人ホーム,にしよどがわとくべつようごろうじんほーむ,西淀川特別養護老人ホーム（にしよどがわとくべつようごろうじんほーむ）,西淀川区大和田２丁目５番１１号,西淀川区,06-6477-6565,06-6477-6560,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,3783
135.4414393,34.70607203,フェリス大和田,ふぇりすおおわだ,フェリス大和田（ふぇりすおおわだ）,西淀川区大和田６丁目１３番４８号,西淀川区,06-6474-6668,06-6474-6758,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,3784
135.4389889,34.70083117,セレーナなとり,せれーななとり,セレーナなとり（せれーななとり）,西淀川区大野2丁目1番35号,西淀川区,06-6474-9732,06-6474-0513,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,3786
135.5414359,34.69000608,座座,ざざ,座座（ざざ）,城東区鴫野西4-17-23,城東区,06-4258-6013,06-4258-6013,知的障害者小規模通所授産施設,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4490
135.5380113,34.70676103,障害者福祉作業センターわかまつ園,しょうがいしゃふくしさぎょうせんたーわかまつえん,障害者福祉作業センターわかまつ園（しょうがいしゃふくしさぎょうせんたーわかまつえん）,城東区野江3-10-22,城東区,06-6930-0300,06-6930-0325,障害者福祉作業センター（身体障害のある方）,,http://www.wakamatsuen.jp/,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,4368
135.5570154,34.70569575,みどり福祉作業所,みどりふくしさぎょうじょ,みどり福祉作業所（みどりふくしさぎょうじょ）,城東区古市1-14-5,城東区,06-6933-3986,,障害者福祉作業センター（知的障害のある方）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,4495
135.5579984,34.70791083,すみれ愛育館,すみれあいいくかん,すみれ愛育館（すみれあいいくかん）,城東区古市1-19-15,城東区,06-6931-3872,,知的障害児施設,,http://www.sumire-ai.or.jp/,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4487
135.5587469,34.70730308,すみれ共同作業所,すみれきょうどうさぎょうじょ,すみれ共同作業所（すみれきょうどうさぎょうじょ）,城東区古市1-21-38,城東区,06-6934-4607,06-6934-8698,知的障害者更生施設（通所）,,http://www.sekime-gakuen.net/sagyousyo/,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4488
135.55555,34.71390297,フォーワーク福祉作業所,ふぉーわーくふくしさぎょうしょ,フォーワーク福祉作業所（ふぉーわーくふくしさぎょうしょ）,城東区古市3-5-2,城東区,06-6939-8998,,障害者福祉作業センター（身体障害のある方）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,5101
135.5493867,34.69512761,なかま作業所,なかまさぎょうじょ,なかま作業所（なかまさぎょうじょ）,城東区新喜多東1-11-33,城東区,06-6968-9503,06-6968-9503,知的障害者小規模通所授産施設,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4491
135.548054,34.69083592,あ・うん,あ・うん,あ・うん（あ・うん）,城東区鴫野東3-18-5,城東区,06-6965-7171,,身体・知的障害者デイサービス施設,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4494
135.5434126,34.68216844,自立支援センターおおさかひがし,じりつしえんせんたーおおさかひがし,自立支援センターおおさかひがし（じりつしえんせんたーおおさかひがし）,城東区中浜3-17-17,城東区,06-4258-1122,06-4258-1122,,,http://www15.ocn.ne.jp/~nonki/syuhentizu/osakahigasi.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4497
135.5457081,34.68188292,のんきもの,のんきもの,のんきもの（のんきもの）,城東区東中浜3-5-16-101,城東区,06-6965-5479,06-6965-5479,障害者福祉作業センター（身体障害のある方）,,http://www15.ocn.ne.jp/~nonki/,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4493
135.5456313,34.68470806,ハウス・ウィング,はうす・うぃんぐ,ハウス・ウィング（はうす・うぃんぐ）,城東区東中浜2-3-5,城東区,06-6965-8950,06-6965-8950,精神障害者小規模通所授産施設,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4492
135.5483983,34.68556419,アド企画,あどきかく,アド企画（あどきかく）,城東区東中浜2-10-13,城東区,06-6968-3130,06-6969-2544,障害者福祉作業センター（身体障害のある方）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,5196
135.5464808,34.69204689,コスモス作業所,こすもすさぎょうじょ,コスモス作業所（こすもすさぎょうじょ）,城東区鴫野東3-1,城東区,06-6963-9070,,障害者福祉作業センター（知的障害のある方）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4486
135.5461305,34.69843014,リウマチ・難病福祉作業所ワークショップ’99,りうまち・なんびょうふくしさぎょうしょわーくしょっぷ99,リウマチ・難病福祉作業所ワークショップ’99（りうまち・なんびょうふくしさぎょうしょわーくしょっぷ99）,城東区蒲生4-8-14,城東区,06-6180-1190,06-6180-1191,障害者福祉作業センター（身体障害のある方）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,5193
135.5433109,34.70087214,創奏,そうそう,創奏（そうそう）,城東区中央1-7-27,城東区,06-6935-3794,06-6935-5060,知的障害者小規模通所授産施設,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4489
135.5420221,34.70838567,STSGALLERY,えすてぃーえすぎゃらりー,STSGALLERY（えすてぃーえすぎゃらりー）,城東区成育3-5-19,城東区,06-6930-5540,06-6930-5540,障害者福祉作業センター,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,4496
135.5500031,34.70811392,しどろもどろ作業所,しどろもどろさぎょうじょ,しどろもどろ作業所（しどろもどろさぎょうじょ）,城東区関目2-6-3,城東区,06-6935-8386,06-6935-8386,障害者福祉作業センター（身体障害のある方）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,5107
135.4456609,34.66183089,大阪市立第2港晴寮,おおさかしりつだいにこうせいりょう,大阪市立第2港晴寮（おおさかしりつだいにこうせいりょう）,港区田中3丁目1番130号,港区,06-6573-5575,06-6573-5591,救護施設,,http://www.minatoryo.or.jp/facilities/kosei-2/,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,2055
135.4429107,34.65551689,大阪市立港晴寮,おおさかしりつこうせいりょう,大阪市立港晴寮（おおさかしりつこうせいりょう）,港区港晴2丁目4番25号,港区,06-6572-0061,06-6575-1061,救護施設,,http://www.minatoryo.or.jp/facilities/kosei/,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,1971
135.5523205,34.74631139,大阪市立淀川寮,おおさかしりつよどがわりょう,大阪市立淀川寮（おおさかしりつよどがわりょう）,東淀川区大桐４丁目３－２４,東淀川区,06-6329-2200,06-6329-2342,救護・更生施設,,http://www.miotsukushi.or.jp/facilities/yodogawa.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,92869
135.5130217,34.71289206,大阪市立大淀寮,おおさかしりつおおよどりょう,大阪市立大淀寮（おおさかしりつおおよどりょう）,北区長柄西1丁目1番28号,北区,06-6353-6011,06-6351-2930,更生施設,,http://www.miotsukushi.or.jp/facilities/oyodo.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,1389
135.5133438,34.71272814,大阪市立大淀寮,おおさかしりつおおよどりょう,大阪市立大淀寮（おおさかしりつおおよどりょう）,北区長柄西1丁目1番34号,北区,06-6358-5981,06-6358-5971,救護施設,,http://www.miotsukushi.or.jp/facilities/oyodo.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,1564
135.5396929,34.67370689,児童デイサービス　なないろ,じどうでいさーびす　なないろ,児童デイサービス　なないろ（じどうでいさーびす　なないろ）,東成区大今里西1-1-5-501 ,東成区,06-6977-8618,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,8462
135.5364273,34.67325919,オアシス,おあしす,オアシス（おあしす）,東成区玉津1-1-29,東成区,06-6971-0380,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,8457
135.5344809,34.67306083,すいすい,すいすい,すいすい（すいすい）,東成区東小橋1-8-12,東成区,06-6977-0114,06-6977-0114,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,3464
135.4842404,34.68386708,花乃井地域在宅サービスステーション,はなのいちいきざいたくさーびすすてーしょん,花乃井地域在宅サービスステーション（はなのいちいきざいたくさーびすすてーしょん）,西区江之子島1-8-44,西区,06-6225-2662,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,2100
135.4842188,34.68393908,特別養護老人ホーム  江之子島コスモス苑,とくべつようごろうじんほーむ　えのこじまこすもすえん,特別養護老人ホーム  江之子島コスモス苑（とくべつようごろうじんほーむ　えのこじまこすもすえん）,西区江之子島1-8-44,西区,06-6225-2662,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,2101
135.4748714,34.67460008,ケアヴィレッジ九条,けあヴぃれっじくじょう,ケアヴィレッジ九条（けあヴぃれっじくじょう）,西区九条1-21-24,西区,06-6582-5961,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,144,8493
135.5109823,34.73537919,淀川キリスト教病院老人保健施設,よどがわきりすときょうびょういんろうじんほけんしせつ,淀川キリスト教病院老人保健施設（よどがわきりすときょうびょういんろうじんほけんしせつ）,東淀川区淡路2-1-41,東淀川区,06-6815-8222,,老人保健施設,,http://www.ych.or.jp/facilities/f-aged.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,4815
135.5019388,34.59126914,よさみ野障害者作業所,よさみのしょうがいしゃさぎょうしょ,よさみ野障害者作業所（よさみのしょうがいしゃさぎょうしょ）,住吉区山之内4丁目12番31号,住吉区,06-6699-7767,06-6699-7888,知的障害者授産施設〈通所〉(18歳以上の知的障害者が、通所して、就労、自活を目指して必要な指導と訓練を受けます。),,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,366
135.5016922,34.59247194,大和川地域在宅サービスステーション（アンパス住吉）,やまとがわちいきざいたくさーびすすてーしょん「あんぱすすみよし」,大和川地域在宅サービスステーション（アンパス住吉）（やまとがわちいきざいたくさーびすすてーしょん「あんぱすすみよし」）,住吉区山之内3丁目4番9号,住吉区,06-4700-1234,,おとしよりやその家族から在宅介護について相談を受け付けています。,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,364
135.4772167,34.60177511,老人保健施設はまさき,ろうじんほけんしせつはまさき,老人保健施設はまさき（ろうじんほけんしせつはまさき）,住之江区北島3-6-27,住之江区,06-6681-5660,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,4954
135.466158,34.60873611,訪問看護ステーションゆらぎ,ほうもんかいごすてーしょんゆらぎ,訪問看護ステーションゆらぎ（ほうもんかいごすてーしょんゆらぎ）,住之江区新北島3-2-30スカイブルーMY203号,住之江区,06-6115-1616,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,622
135.4615469,34.60800303,ケアハウス豊泉家,けあはうすほうせんか,ケアハウス豊泉家（けあはうすほうせんか）,住之江区新北島7-4-20,住之江区,06-6683-7110,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,630
135.4748438,34.60636717,住之江区老人福祉センター,すみのえくろうじんふくしせんたー,住之江区老人福祉センター（すみのえくろうじんふくしせんたー）,住之江区南加賀屋3丁目１番20号　住之江会館1階,住之江区,06-6683-2888,06-6683-2739,,,http://www.osaka-sishakyo.jp/soudan/roujin_ichiran.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,139
135.4740528,34.60532206,いわき園デイサービスセンター,いわきえんでいさーびすせんたー,いわき園デイサービスセンター（いわきえんでいさーびすせんたー）,住之江区南加賀屋3-9-2,住之江区,06-6683-6676,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,140
135.4740939,34.60529692,いわき学園,いわきがくえん,いわき学園（いわきがくえん）,住之江区南加賀屋3-9-2,住之江区,06-6683-3300,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,141
135.4741168,34.60527214,特別養護老人ホームいわき園,とくべつようごろうじんほーむいわきえん,特別養護老人ホームいわき園（とくべつようごろうじんほーむいわきえん）,住之江区南加賀屋3-9-2,住之江区,06-6683-6655,06-6685-4535,　（住之江地域在宅サービスステーション）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,142
135.4798779,34.60927806,住之江区医師会立訪問看護ステーション,すみのえくいしかいりつほうもんかいごすてーしょん,住之江区医師会立訪問看護ステーション（すみのえくいしかいりつほうもんかいごすてーしょん）,住之江区御崎4-6-10,住之江区,06-6686-1807,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,603
135.479919,34.60937194,住之江区在宅サービスセンターさざなみ,すみのえくざいたくさーびすせんたーさざなみ,住之江区在宅サービスセンターさざなみ（すみのえくざいたくさーびすせんたーさざなみ）,住之江区御崎4-6-10,住之江区,06-6686-2234,06-6686-2122,　（真住地域在宅サービスステーション）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,606
135.4889639,34.59731703,墨江丘地域在宅サービスステーション（ル・ロゼイ）,すみえがおかちいきざいたくさーびすすてーしょん「る・ろぜい」,墨江丘地域在宅サービスステーション（ル・ロゼイ）（すみえがおかちいきざいたくさーびすすてーしょん「る・ろぜい」）,住吉区清水丘3丁目15番3号,住吉区,06-6672-1280,,おとしよりやその家族から在宅介護について相談を受け付けています。,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,394
135.5041331,34.59732072,つどいの広場”藤わくわく”,つどいのひろばふじわくわく,つどいの広場”藤わくわく”（つどいのひろばふじわくわく）,住吉区山之内元町6-2,住吉区,6697-2131,,つどいの広場,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9245
135.4996312,34.60102203,住吉区老人福祉センター,すみよしくろうじんふくしせんたー,住吉区老人福祉センター（すみよしくろうじんふくしせんたー）,住吉区遠里小野1丁目1番31号,住吉区,06-6694-1416,06-6606-3412,,,http://www.osaka-sishakyo.jp/soudan/roujin_ichiran.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,1513
135.4820757,34.60555864,つどいの広場みさき,つどいのひろばみさき,つどいの広場みさき（つどいのひろばみさき）,住之江区御崎7-2-4,住之江区,6685-5180,,つどいの広場,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9244
135.4843327,34.60844406,住之江区子ども・子育てプラザ,すみのえくこどもこそだてぷらざ,住之江区子ども・子育てプラザ（すみのえくこどもこそだてぷらざ）,住之江区浜口西3-4-22,住之江区,06-6674-5405,06-6674-5405,もとトモノス住之江,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,683
135.4846972,34.60775311,友愛訪問看護ステーション,ゆうあいほうもんかいごすてーしょん,友愛訪問看護ステーション（ゆうあいほうもんかいごすてーしょん）,住之江区浜口西3-5-10,住之江区,06-6672-5801,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,690
135.4844108,34.60842186,ファミリー・サポート・センター住之江,ふぁみりーさぽーとせんたーすみのえ,ファミリー・サポート・センター住之江（ふぁみりーさぽーとせんたーすみのえ）,住之江区浜口西3-4-22（住之江区子ども・子育てプラザ内）,住之江区,6674-5415,6674-5415,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9214
135.5028611,34.60913608,住吉区子ども・子育てプラザ,すみよしくこどもこそだてぷらざ,住吉区子ども・子育てプラザ（すみよしくこどもこそだてぷらざ）,住吉区南住吉2丁目18番21号,住吉区,06-6693-2970,06-6693-2970,,,http://www.osaka-kosodate.net/plaza/sumiyoshi/,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,1677
135.5029177,34.60910319,ファミリー・サポート・センター住吉,ふぁみりーさぽーとせんたーすみよし,ファミリー・サポート・センター住吉（ふぁみりーさぽーとせんたーすみよし）,住吉区南住吉2-18-21（住吉区子ども・子育てプラザ内）,住吉区,6693-2985,6693-2985,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9215
135.5093863,34.59023086,地域活動支援プラザ浅香,ちいきかつどうしえんぷらざあさか,地域活動支援プラザ浅香（ちいきかつどうしえんぷらざあさか）,住吉区浅香1丁目5番29号,住吉区,06-6696-4000,06-6696-4001,老人福祉センター(高齢者の生活、職業、健康などの相談や無料教養講座　(60歳以上))等を行っています。),,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,402
135.5091612,34.59069194,浅香障害者会館,あさかしょうがいしゃかいかん,浅香障害者会館（あさかしょうがいしゃかいかん）,住吉区浅香1丁目6番26号,住吉区,06-6608-1251,06-6608-1252,地域の障害者(児)等を対象に、相談、指導、機能回復訓練、入浴サービス、各種講習会等を行っています。,,http://www.oct.zaq.ne.jp/asakasyoukan/,http://www.osaka-bfmap.jp/sisetu_data/data/210801.php?bunrui=1&name=21.php,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,404
135.510758,34.591914,アップリケアホーム,あっぷりけあほーむ,アップリケアホーム（あっぷりけあほーむ）,住吉区浅香1丁目8番38号,住吉区,06-6696-1177,06-6696-1273,特別養護老人ホーム（日常生活で常に介護が必要で、自宅での介護が困難な方で、要介護1～5に認定された方が対象）,,http://www.apricare.com/,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,412
135.5107418,34.59179383,アップリケアハウス,あっぷりけあはうす,アップリケアハウス（あっぷりけあはうす）,住吉区浅香1丁目8番38号,住吉区,06-6696-1177,06-6696-1273,軽費老人ホーム（身体機能の低下等により、自立した日常生活を営むことについて不安が認められるとともに、家族による援助を受けることが困難な60歳以上の方が対象。ただし、その方の配偶者等、その方と共に入所することが必要と認められる方については、60歳未満でも入所す,,http://www.apricare.com/index.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,3388
135.5107607,34.59199203,アップリケア身体障害者デイサービスセンター,あっぷりけあしんたいしょうがいしゃでいさーびすせんたー,アップリケア身体障害者デイサービスセンター（あっぷりけあしんたいしょうがいしゃでいさーびすせんたー）,住吉区浅香1丁目8番38号,住吉区,06-6696-1177,06-6696-1273,身体障害者デイサービス（18歳以上身体障害者の創作的活動、文化活動、機能訓練等の各種サービスを提供します。）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,413
135.5110187,34.59256403,住吉区在宅サービスセンター（住吉いきいきセンター）,すみよしくざいたくさーびすせんたー「すみよしいきいきせんたー」,住吉区在宅サービスセンター（住吉いきいきセンター）（すみよしくざいたくさーびすせんたー「すみよしいきいきせんたー」）,住吉区浅香1丁目8番47号,住吉区,06-6607-8181,06-6692-8813,おとしよりやその家族から在宅介護について相談を受け付けています。,,http://www.sumiyoshi-wel.net/index.html,http://www.osaka-bfmap.jp/sisetu_data/data/211001.php?bunrui=1&name=21.php,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,414
135.5103921,34.59262503,はぁとらんど浅香,はぁとらんどあさか,はぁとらんど浅香（はぁとらんどあさか）,住吉区浅香1丁目7番15号,住吉区,06-4700-0810,06-4700-0811,知的障害者授産施設〈通所〉(18歳以上の知的障害者が、通所して、就労、自活を目指して必要な指導と訓練を受けます。),,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,565
135.5110113,34.59243608,地域包括支援センター(住吉区在宅サービスセンター内),ちいきほうかつしえんせんたー「すみよしくざいたくさーびすせんたーない」,地域包括支援センター(住吉区在宅サービスセンター内)（ちいきほうかつしえんせんたー「すみよしくざいたくさーびすせんたーない」）,住吉区浅香1丁目8番47号,住吉区,06-6692-8803,,地域で暮らす高齢者の方々が、住み慣れた地域で尊厳ある生活をし続けていけるよう社会福祉士、保健師・看護師、主任介護支援専門員などの専門職が、高齢者やその家族・ケアマネジャーからの介護、福祉、保健に関するご相談に応じます。,,http://www.sumiyoshi-wel.net/yobou/08_chiiki_houkatu.html,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,3399
135.5129032,34.59220831,つどいの広場浅香東,つどいのひろばあさかひがし,つどいの広場浅香東（つどいのひろばあさかひがし）,住吉区浅香1-1-24,住吉区,6697-6505,,つどいの広場,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9246
135.5214057,34.60073586,東我孫子地域在宅サービスステーション（ふれ愛の館しおん）,ひがしあびこちいきざいたくさーびすすてーしょん「ふれあいのやかたしおん」,東我孫子地域在宅サービスステーション（ふれ愛の館しおん）（ひがしあびこちいきざいたくさーびすすてーしょん「ふれあいのやかたしおん」）,住吉区苅田4丁目3番15号,住吉区,06-6608-2110,06-6607-2511,おとしよりやその家族から在宅介護について相談を受け付けています。,,http://www.ans.co.jp/u/shion/shisetu3.htm,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,1582
135.5221078,34.60073881,四恩学園乳児院,しおんがくえんにゅうじいん,四恩学園乳児院（しおんがくえんにゅうじいん）,住吉区苅田4丁目3番9号,住吉区,06-6607-2220,06-6696-5347,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,1584
135.5316189,34.60247497,矢田障害者会館,やたしょうがいしゃかいかん,矢田障害者会館（やたしょうがいしゃかいかん）,東住吉区矢田6丁目8番29号,東住吉区,06-6694-9021,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/220801.php?bunrui=1&name=22.php,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,3168
135.5286949,34.60049664,つどいの広場矢田教育の森,つどいのひろばやたきょういくのもり,つどいの広場矢田教育の森（つどいのひろばやたきょういくのもり）,東住吉区矢田5-2-12,東住吉区,6692-0161,,つどいの広場,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9249
135.508342,34.60480003,三稜地域在宅サービスステーション（ウェルネスあびこ）,さんりょうちいきざいたくさーびすすてーしょん「うぇるねすあびこ」,三稜地域在宅サービスステーション（ウェルネスあびこ）（さんりょうちいきざいたくさーびすすてーしょん「うぇるねすあびこ」）,住吉区我孫子西1丁目2番15号,住吉区,06-6608-3000,,おとしよりやその家族から在宅介護について相談を受け付けています。,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,1530
135.5113313,34.605342,我孫子地域在宅サービスステーション（一隅苑）,あびこちいきざいたくさーびすすてーしょん「いちぐうえん」,我孫子地域在宅サービスステーション（一隅苑）（あびこちいきざいたくさーびすすてーしょん「いちぐうえん」）,住吉区我孫子東1丁目4番37号,住吉区,06-4700-1000,06-4700-1009,おとしよりやその家族から在宅介護について相談を受け付けています。,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,1532
135.508156,34.60456083,ウェルネスあびこ,うぇるねすあびこ,ウェルネスあびこ（うぇるねすあびこ）,住吉区我孫子西1丁目2番15号,住吉区,06-6608-3000,06-6608-3333,特別養護老人ホーム（日常生活で常に介護が必要で、自宅での介護が困難な方で、要介護1～5に認定された方が対象）,,http://www.wellness-kaigo.com/#,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,138,3362
135.5084107,34.60883111,長居西地域在宅サービスステーション（ながいの里）,ながいにしちいきざいたくさーびすすてーしょん「ながいのさと」,長居西地域在宅サービスステーション（ながいの里）（ながいにしちいきざいたくさーびすすてーしょん「ながいのさと」）,住吉区長居西3丁目1番6号,住吉区,06-6695-6645,06-6695-6654,おとしよりやその家族から在宅介護について相談を受け付けています。,,http://www.kakinoki.or.jp/nagainosato.htm,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,435
135.5527688,34.60391906,平野区子ども・子育てプラザ,ひらのくこどもこそだてぷらざ,平野区子ども・子育てプラザ（ひらのくこどもこそだてぷらざ）,平野区瓜破3-3-64,平野区,06-6707-0900,06-6707-0900,もとトモノス平野,,http://www.osaka-kosodate.net/plaza/hirano/index.php,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,2240
135.5527809,34.60389094,ファミリー・サポート・センター平野,ふぁみりーさぽーとせんたーひらの,ファミリー・サポート・センター平野（ふぁみりーさぽーとせんたーひらの）,平野区瓜破3-3-64（平野区子ども・子育てプラザ内）,平野区,6707-0930,6707-0930,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9217
135.5474537,34.60961667,心身障害者リハビリテーションセンター,しんしんしょうがいしゃりはびりてーしょんせんたー,心身障害者リハビリテーションセンター（しんしんしょうがいしゃりはびりてーしょんせんたー）,平野区喜連西6丁目2番55号,平野区,06-6797-6501,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/230201.php?bunrui=1&name=23.php,,,医療・福祉,福祉施設,医療・福祉/福祉施設,141,2281
135.4218578,34.62807214,住之江区在宅サービススステーションしらなみ,すみのえくざいたくさーびすすてーしょんしらなみ,住之江区在宅サービススステーションしらなみ（すみのえくざいたくさーびすすてーしょんしらなみ）,住之江区南港中3-3-43,住之江区,06-6569-6060,,　（南港南地域在宅サービスステーション）,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,150
135.4108718,34.63781108,ATCエイジレスセンター,えーてぃーしーえいじれすせんたー,ATCエイジレスセンター（えーてぃーしーえいじれすせんたー）,住之江区南港北2-1-10,住之江区,06-6615-5123,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,678
135.4259811,34.63392517,きのみデイサービスセンター,きのみでいさーびすせんたー,きのみデイサービスセンター（きのみでいさーびすせんたー）,住之江区南港中4-2-30,住之江区,06-6612-9988,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,153
135.4231736,34.63388378,つどいの広場「よちよちらんど」,つどいのひろばよちよちらんど,つどいの広場「よちよちらんど」（つどいのひろばよちよちらんど）,住之江区南港中4-4-32,住之江区,6613-0800,,つどいの広場,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9242
135.4304169,34.62933317,南港咲洲特別養護老人ホーム,なんこうさきしまとくべつようごろうじんほーむ,南港咲洲特別養護老人ホーム（なんこうさきしまとくべつようごろうじんほーむ）,住之江区南港中2-1-35,平野区,06-4703-1700,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,144
135.4795188,34.61446703,老人保健施設カルチェ住吉川,ろうじんほけんしせつかるちぇすみよしがわ,老人保健施設カルチェ住吉川（ろうじんほけんしせつかるちぇすみよしがわ）,住之江区中加賀屋4-5-27,住之江区,06-6686-2511,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,126
135.4775893,34.61761717,訪問看護ステーションたんぽぽ,ほうもんかいごすてーしょんたんぽぽ,訪問看護ステーションたんぽぽ（ほうもんかいごすてーしょんたんぽぽ）,住之江区西加賀屋2-5-12,住之江区,06-6685-1456,,,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,142,633
135.4792992,34.61765486,つどいの広場北加賀屋,つどういのひろばきたかががや,つどいの広場北加賀屋（つどういのひろばきたかががや）,住之江区中加賀屋2-17-1,住之江区,6683-3761,,つどいの広場,,,,,,医療・福祉,福祉施設,医療・福祉/福祉施設,134,9243
